,Unnamed: 0.1,Unnamed: 0,date,hosts,id,length,start,end,title,summary,keywords,date_time_start,date_time_end,content_id,fragment
2477,2477,2477,2021-11-25,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02273889_01_segment,00:05:30,22:23:07,22:28:37,Op1 - the opening of Thursday 25 November,"Marieke Smits, Peter Plasman & Silvan Schoonhoven, among others, discuss their news of the day.","['below', 'Schoonhoven', 'news']",2021-11-25 22:23:07,2021-11-25 22:28:37,WON02273889,1
2478,2478,2478,2021-11-25,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02273889_02_segment,00:25:26,22:28:55,22:54:21,"Ab Osterhaus, Marieke Smits, Jacco Vonhof, Letty Wuijts & Lukas Stalpers about the OMT advice","The OMT seems divided, but still advises that education can remain open and that the catering industry and non-essential shops must close at 5 p.m. Political reporter for WNL Marieke Smits about the division within the OMT and the impossible choice for the cabinet. Virologist Ab Osterhaus thinks that the proposed measures are insufficient and discusses this with oncologist Lukas Stalpers, who believes that we should approach the virus differently. And how bad is the damage to the entrepreneurial Netherlands if these measures are actually implemented? Chairman of MKB Nederland Jacco Vonhof and catering entrepreneur Letty Wuijts discuss it at Op1.","['seventeen', 'division', 'virus']",2021-11-25 22:28:55,2021-11-25 22:54:21,WON02273889,2
2479,2479,2479,2021-11-25,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02273889_03_segment,00:10:22,22:54:55,23:05:18,Reporter Silvan Schoonhoven & philosopher Cees Zweistra about conflicts between groups of conspiracy theorists,Conspiracy theorists are increasingly opposing instead of side by side. Reporter terrorism and intelligence services for De Telegaaf Silvan Schoonhoven and philosopher Cees Zweistra delved into the world of conspiracy theorists and talk about the conflicts between these groups at Op1.,"['two streets', 'Philosopher', 'intelligence services']",2021-11-25 22:54:55,2021-11-25 23:05:18,WON02273889,3
2480,2480,2480,2021-11-25,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02273889_04_segment,00:13:53,23:05:19,23:19:10,Peter Plasman & John Lucas about drastic measures against serious criminals,"Four EBI guards in Vught recently had to go into hiding after Ridouan Taghi was said to have been looking for their address details for a violent escape attempt from the maximum security prison. Is our constitutional state still able to cope with this hardening of serious criminals? The key witness is a necessary evil in this battle, says Chief Public Prosecutor John Lucas of the national prosecutor's office. He will enter into a debate with criminal lawyer Peter Plasman.","['address data', 'four', 'criminal lawyer']",2021-11-25 23:05:19,2021-11-25 23:19:10,WON02273889,4
2481,2481,2481,2021-01-26,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02195928_01_segment,00:43:40,22:29:06,23:12:47,"Ferdinand Grapperhaus, Willem Woelders, Toine van Loenhout, Maxime de Vries, Emrah Köker and Damiaan Denys about the riots","Since the curfew was introduced, many cities have been unsettled and riots have broken out. At Op1, outgoing minister of justice and security Ferdinand Grapperhaus responds to the riots. Willem Woelders, national police commander corona crisis and Toine van Loenhout, head of the East Brabant police detective, discuss how they will track down the rioters. NOS reporter Maxime de Vries knows how the rioters organize themselves. Emrah Köker talks about his business in Rotterdam that was looted yesterday and psychiatrist Damiaan Denys explains why the simmering dissatisfaction in the Netherlands plays a role in the riots.","['Why', 'grapper house', 'news reporter']",2021-01-26 22:29:06,2021-01-26 23:12:47,WON02195928,1
2482,2482,2482,2021-01-26,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02195928_02_segment,00:09:16,23:17:38,23:26:52,"Guido Weijers, Andreas Voss and Pieter Lubberts about organizing events in times of corona","Cabaret artist Guido Weijers will be the first to perform in front of a full house again this month. Trials are being carried out, looking at what is needed to be able to organize events in corona time. Next month, for example, 1500 supporters will also be allowed to enter the stadium for a football match between NEC and Almere City. At Op1, Weijers, manager of the organizer of Fieldlab events, Pieter Lubberts, and doctor-microbiologist Andreas Voss talk about this development.","['one thousand, five hundred', 'microbiologist', 'football match']",2021-01-26 23:17:38,2021-01-26 23:26:52,WON02195928,2
2483,2483,2483,2022-01-26,"['Groenhuijsen, Charles', 'Bruin, Elles de']",OP1__________-WON02289091_01_segment,00:11:08,22:28:50,22:39:59,"Op1 - The opening of January 26, 2022","We discuss the news of the day with Ab Osterhaus, Xander Koolman and Lenny Kuhr, among others","['below', 'koolman', 'news']",2022-01-26 22:28:50,2022-01-26 22:39:59,WON02289091,1
2484,2484,2484,2022-01-26,"['Groenhuijsen, Charles', 'Bruin, Elles de']",OP1__________-WON02289091_02_segment,00:22:31,22:39:59,23:02:31,"Pier Eringa, Xander Koolman, Ab Osterhaus and Esther Ouwehand on how to deal with omikron","Making a test appointment is almost impossible and the economy is in danger of stalling because so many people have to be quarantined. Now that the infections are sky-high, Omikron is shutting down the Netherlands. How can we prevent that? And how do we ensure that we do not end up in this situation again in the future?","['Netherlands', 'impossible', 'future']",2022-01-26 22:39:59,2022-01-26 23:02:31,WON02289091,2
2485,2485,2485,2022-01-26,"['Groenhuijsen, Charles', 'Bruin, Elles de']",OP1__________-WON02289091_03_segment,00:10:37,23:03:06,23:13:44,"Dirkjan Mak, Mai Verbij and Ben van der Burg wave goodbye to the Dutch Olympic athletes","Today the first flight with athletes departs to Beijing where the Winter Olympics start next week. Irene Schouten could well become the queen of these Games, because she will start as the top favorite over several distances. Her friend Dirkjan Mak is sitting at the table at Op1. Mai Verbij, sister of skater Kai Verbij, and former skater Ben van der Burg are also joining us.","['to start', 'queen', 'olympic']",2022-01-26 23:03:06,2022-01-26 23:13:44,WON02289091,3
2486,2486,2486,2022-01-26,"['Groenhuijsen, Charles', 'Bruin, Elles de']",OP1__________-WON02289091_04_segment,00:08:37,23:13:43,23:22:21,Lenny Kuhr about her new album,In 1969 she won the Eurovision Song Contest on behalf of the Netherlands and almost 53 years later Lenny Kuhr is still a troubadour. Her 33rd album will be released this Friday. In it she asked well-known artists to write music for her and Stef Bos dared to do it: A sequel to the monster hit de Troubadour.,"['asked', 'fifty-three', 'song festival']",2022-01-26 23:13:43,2022-01-26 23:22:21,WON02289091,4
2487,2487,2487,2020-02-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02091442_01_segment,00:21:56,22:22:12,22:44:09,"What if Corona comes to the Netherlands? Anne Wensing, Anja Schreijer, Doron Sajet and Sophie Hermans talk about it","The Netherlands is under the spell of the Coronavirus COVID-19. The GGDs are being called en masse by the concerned Dutch people and healthcare providers. An infection has surfaced in Germany, 20 kilometers from the border with the Netherlands. The patient was in the Netherlands last week, but the RIVM says there are no infections in our country. What should we do if the virus also shows up here? Physician-virologist Anne Wensing, Anja Schreijer from GGD Netherlands and aviation journalist Doron Sajet come to Op1 with the latest updates. We ask VVD MP Sophie Hermans whether the government is doing enough.","['nineteen', 'aviation journalist', 'coronavirus']",2020-02-26 22:22:12,2020-02-26 22:44:09,WON02091442,1
2488,2488,2488,2020-02-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02091442_02_segment,00:11:55,22:44:09,22:56:04,Geert Dales and Martin Visser about Minister Koolmees' twist: will the actuarial interest disappear?,"Can the flag fly with retired Netherlands? The actuarial interest rate, as a result of which their pensions have been declining for years, seems to be on the line due to a twist by Minister Koolmees of Social Affairs. At a closed consultation between the union and employer chairmen and the minister, it was decided in mid-February to investigate an entirely new pension model that goes beyond the framework of the pension agreement. At Op1, Telegraaf journalist Martin Visser and 50PLUS chairman Geert Dales talk about it.","['seems', 'employer presidents', '50plus']",2020-02-26 22:44:09,2020-02-26 22:56:04,WON02091442,2
2489,2489,2489,2020-02-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02091442_03_segment,00:12:30,23:02:58,23:15:29,"Top sports and eating disorders: Jip Vastenburg developed one, sports doctor Guido Vroemen comes up with an action plan","Jip Vastenburg is one of the best long-distance runners in the Netherlands. At a young age she competed with the European top. Despite all the good performances, things did not go well for her: her eating pattern caused her to develop an eating disorder. Food became her enemy. She ate so little that she stopped having her period for eight years, suffered injuries and eventually ended up in a depression. According to sports doctor Guido Vroemen, Jip Vastenburg is not the only top athlete with an eating disorder. He comes today with an action plan. At Op1 they join.","['performance', 'langeafstandslopers', 'vastenburg']",2020-02-26 23:02:58,2020-02-26 23:15:29,WON02091442,3
2490,2490,2490,2021-02-26,"['Leeuw, Paul de', 'Logtenberg, Hugo']",OP1__________-WON02204672_01_segment,00:08:35,23:06:21,23:14:57,Lawyer Gerald Roethof represents the 17-year-old father of the baby who was found in a container in Amsterdam,"Last Wednesday, the police arrested the parents of a baby who was found in a container on Sunday evening. It concerns two minors aged 17 from Amsterdam. Both parents are suspected of attempted infanticide. Lawyer Gerald Roethof represents the father.","['seventeen', 'container', 'lawyer']",2021-02-26 23:06:21,2021-02-26 23:14:57,WON02204672,1
2491,2491,2491,2021-02-26,"['Leeuw, Paul de', 'Logtenberg, Hugo']",OP1__________-WON02204672_02_segment,00:12:03,23:14:58,23:27:02,"Xander van der Wulp, Marleen de Rooy and Herman van der Zandt make online video series in the run-up to elections: 'Rondje Binnenhof'","Political reporters Xander van der Wulp, Marleen de Rooy and presenter Herman van der Zandt have been roaming the Binnenhof for a few weeks now, looking for the political news behind the scenes for their political vlog 'Rondje Binnenhof'. Together they talk about it at the table at Op1 .","['red', 'courtyard', 'reporters']",2021-02-26 23:14:58,2021-02-26 23:27:02,WON02204672,2
2492,2492,2492,2021-02-26,"['Leeuw, Paul de', 'Logtenberg, Hugo']",OP1__________-WON02204672_03_segment,00:12:00,23:27:48,23:39:48,Program maker Albert Klein Haneveld went looking for the average Dutchman and found him in Wijchen,"In politics and the media it is often about 'the average Dutch person', but does that person really exist? Program maker Albert Klein Haneveld now knows he is, because he has found him: Frank Jansen from Wijchen in Gelderland is the average Dutchman. Albert Klein Haneveld tells about the reason behind his search and Frank Jansen whether he is happy with his title.","['quest', 'haneveld', 'average']",2021-02-26 23:27:48,2021-02-26 23:39:48,WON02204672,3
2493,2493,2493,2021-02-26,"['Leeuw, Paul de', 'Logtenberg, Hugo']",OP1__________-WON02204672_04_segment,00:10:50,23:39:43,23:50:33,Chinese-Indonesian specialty restaurants included in the Dutch intangible heritage,"Foe-Yong Hai, Babi Pangang, Tjap Tjoi and our spring roll. These are all dishes that we get from the Chinese, but which have now become very Dutch. The Chinese-Indonesian restaurant has recently become an official Dutch intangible heritage. We talk about the power of this phenomenon with Billy Tse, owner of restaurant Mayflower in Haarlem and with journalist/photographer Mark van Wonderen. He photographed all 1090 Chinese-Indonesian specialty restaurants in the Netherlands.","['specialties', 'photographer', 'mayflower']",2021-02-26 23:39:43,2021-02-26 23:50:33,WON02204672,4
2494,2494,2494,2020-03-26,"['Sijtsma, Welmoed', 'Schimmelpenninck, Sander']",OP1__________-WON02101190_01_segment,00:06:41,22:23:59,22:30:40,How did Hugo de Jonge do during his first debate as corona minister?,How did Hugo de Jonge do during his first debate as corona minister? And what were the main questions? That is what political reporter from NRC Barbara Rijlaarsdam says. She followed the debate and reported extensively to Op1.,"['during the day', 'news reporter', 'barbara']",2020-03-26 22:23:59,2020-03-26 22:30:40,WON02101190,1
2495,2495,2495,2020-03-26,"['Sijtsma, Welmoed', 'Schimmelpenninck, Sander']",OP1__________-WON02101190_02_segment,00:09:38,22:30:40,22:40:19,Eelke van Ark and Jan-Hein Strop about the near-monopoly of pharmaceutical company Roche,"Dutch hospital laboratories run into problems with corona tests due to their dependence on the Swiss pharmaceutical company Roche. That's what Eelke van Ark and Jan-Hein Strop of research platform Follow the Money found out after talking to RIVM, various laboratories and Roche itself. There is a shortage of a certain liquid for the tests, which laboratories can easily make themselves, but the exact recipe for this is kept secret by the pharmaceutical company Roche.","['found out', 'dependence', 'hospital laboratories']",2020-03-26 22:30:40,2020-03-26 22:40:19,WON02101190,2
2496,2496,2496,2020-03-26,"['Sijtsma, Welmoed', 'Schimmelpenninck, Sander']",OP1__________-WON02101190_03_segment,00:10:33,22:40:19,22:50:52,Minister Raymond Knops about the enforcement of the corona measures by mayors,"Unity and clear communication. If anything is desired in times of crisis, it is that. But in those two areas, things are not going as we would like during the corona crisis. How can the government ensure that different mayors act unambiguously in this time of crisis? Interior Minister Raymond Knops has the answer.","['something', 'mayors', 'crisis time']",2020-03-26 22:40:19,2020-03-26 22:50:52,WON02101190,3
2497,2497,2497,2020-03-26,"['Sijtsma, Welmoed', 'Schimmelpenninck, Sander']",OP1__________-WON02101190_04_segment,00:04:11,22:54:14,22:58:26,"Sheraz (16) had corona, now he has woken up from a coma","As far as we know, 16-year-old Sheraz is the youngest corona patient to end up in Intensive Care. Doctors feared for his life. To the great relief of the family, he awoke after being on artificial respiration for 10 days. He has been home for a few days now. At Op1 he told about it via Skype.","['ten', 'At home', 'corona patient']",2020-03-26 22:54:14,2020-03-26 22:58:26,WON02101190,4
2498,2498,2498,2021-03-26,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02212615_01_segment,00:14:20,22:26:15,22:40:35,Sharon Dijksma and Martin Sitalsing about crime in Utrecht,"It has been a hundred days since Sharon Dijksma was installed as mayor of Utrecht. One of her biggest goals? Tackling crime and organized crime. She was shocked by the crime figures. Together with Central Netherlands Chief Commissioner Martin Sitalsing, she is doing everything she can to put a stop to this problem. Together they are guests at Op1.","['hundred', 'installed', 'crime rates']",2021-03-26 22:26:15,2021-03-26 22:40:35,WON02212615,1
2499,2499,2499,2021-03-26,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02212615_02_segment,00:16:35,22:40:36,22:57:12,Rafael van der Vaart and Ronald Giphart about the new platform 'Grandmasters',"Rafael van der Vaart and Ronald Giphart. Both are masters of their craft. One played more than a hundred international matches for the Orange and the other wrote several bestsellers. Wonderful performances of which everyone can now look at the art. Together with a number of other grandmasters, they secretly recorded several masterclasses. They tell about it at Op1.","['hundred', 'Orange', 'masterclasses']",2021-03-26 22:40:36,2021-03-26 22:57:12,WON02212615,2
2500,2500,2500,2021-03-26,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02212615_03_segment,00:10:48,22:57:41,23:08:29,Bert Visscher about his new book 'That will never work!',"Bert Visscher is now one of the most famous comedians in the Netherlands, but the road there was not without fits and starts. In his book 'That will never work!' he takes the reader along the youth bases and senior citizens that he had to make laugh at the beginning of his career. At Op1 he tells how it all turned out to be something.","['comedians', 'a', 'never']",2021-03-26 22:57:41,2021-03-26 23:08:29,WON02212615,3
2501,2501,2501,2021-03-26,"['Leeuw, Paul de', 'Joosten, Astrid']",OP1__________-WON02212615_04_segment,00:11:21,23:08:30,23:19:49,Lee Towers turned 75 years old this week!,"The Voice of Rotterdam, Lee Towers, turned 75 this week. Unfortunately he couldn't celebrate this joyful fact in a big way, that's why we do that at Op1.","['happy', 'seventy-five', 'towers']",2021-03-26 23:08:30,2021-03-26 23:19:49,WON02212615,4
2502,2502,2502,2020-04-26,"['Ekiz, Fidan', 'Pauw, Jeroen']",OP1__________-WON02111409_01_segment,00:16:48,22:29:44,22:46:33,Jan Kluytmans about a possible new peak of corona infections,"We are heading in the right direction with our Corona approach, says medical microbiologist Jan Kluytmans. Still, the balance is shaky and certainly does not rule out a peak during or after the summer. According to him, there are three possible scenarios from which we can choose with little real knowledge at hand: a diabolical dilemma.","['microbiologist', 'balance', 'summer']",2020-04-26 22:29:44,2020-04-26 22:46:33,WON02111409,1
2503,2503,2503,2020-04-26,"['Ekiz, Fidan', 'Pauw, Jeroen']",OP1__________-WON02111409_02_segment,00:17:26,22:46:35,23:04:01,Jacco Vonhof and Mark Schalekamp about the 60-minute society,Should we go to a 60-min society? The young people start everything up again and everything over 60 stays at home. Chairman of SME Jacco Vonhoff likes it. Or does that not even go far enough? Mark Schalekamp wants to force an opening and pays the fines for entrepreneurs who dare.,"['vonhoff', 'entrepreneurs', 'sixty']",2020-04-26 22:46:35,2020-04-26 23:04:01,WON02111409,2
2504,2504,2504,2020-04-26,"['Ekiz, Fidan', 'Pauw, Jeroen']",OP1__________-WON02111409_03_segment,00:11:48,23:08:30,23:20:19,Peter Pannekoek about his new show 'Everything was better later',"Actually, we could not have enjoyed the performance Later everything was better by Peter Pannekoek, which received rave reviews and with which he won the cabaret prize Neerlands Hoop. But because of the corona crisis, it was decided to broadcast it on King's Day. And the show is arguably more relevant than ever because it's about second chances and the way we deal with that as a group.","['Dutch', 'second', 'cabaret prize']",2020-04-26 23:08:30,2020-04-26 23:20:19,WON02111409,3
2505,2505,2505,2021-04-26,"['Logtenberg, Hugo', 'Joosten, Astrid']",OP1__________-WON02220590_01_segment,00:21:35,22:32:11,22:53:47,"Wouter Koolmees, Joost Vullings and Wim Voermans about the minutes from the Council of Ministers","What do the secret minutes of the Council of Ministers say? And what does this mean for the formation? Almost a week after RTL News came out with explosive revelations, we finally find out. Monday evening at Op1: outgoing minister Wouter Koolmees, political reporter Joost Vullings and professor of Constitutional and Administrative Law Wim Voermans about the minutes and the political consequences.","['what', 'explosive', 'council of ministers']",2021-04-26 22:32:11,2021-04-26 22:53:47,WON02220590,1
2506,2506,2506,2021-04-26,"['Logtenberg, Hugo', 'Joosten, Astrid']",OP1__________-WON02220590_02_segment,00:11:46,22:54:26,23:06:12,Writer Rutger Bregman about the sequel to 'Most people are good',"Writer Rutger Bregman comes with a follow-up to 'Most people are good.' In this he looks for an answer to the question: what makes a resistance hero? In the new book he tells the life story of what he believes is one of the greatest resistance heroes in the Netherlands, Arnold Douwes. At Op1, Bregman explains how this book came about.","['most', 'book', 'resistance heroes']",2021-04-26 22:54:26,2021-04-26 23:06:12,WON02220590,2
2507,2507,2507,2021-04-26,"['Logtenberg, Hugo', 'Joosten, Astrid']",OP1__________-WON02220590_03_segment,00:20:25,23:06:16,23:26:40,"Marion Koopmans, Mark Kramer, Devi Boerema and café owners about the easing and situation in India","The terraces will finally open again on Wednesday, but is that safe now that the Indian variant is lurking? The outgoing cabinet even decided that no more planes from India will be allowed to land here from Monday. Café owners Herman Hell and Isabel van der Vleuten can't wait to finally open the terraces again. Café owner Stefan de Haan thinks it is irresponsible and waits with pain in his heart. On Monday evening at Op1, internist Mark Kramer, virologist Marion Koopmans and former correspondent in India Devi Boerema discuss the near relaxation and the situation in India.","['near', 'Monday', 'airplanes']",2021-04-26 23:06:16,2021-04-26 23:26:40,WON02220590,3
2508,2508,2508,2022-04-26,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02311672_01_segment,00:08:40,22:38:25,22:47:05,Op1 - The April 26 opening,"We discuss the news of the day with Ralf Dekker, Paul van Meenen, Peggy Vrijens and Annemarie Penn-te Strake.","['annemarie', 'paul', 'news']",2022-04-26 22:38:25,2022-04-26 22:47:05,WON02311672,1
2509,2509,2509,2022-04-26,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02311672_02_segment,00:20:36,22:47:06,23:07:42,"Peter van Uhm, Ed Kronenburg and Brecht Castel about the battle in the Donbas","There must be a ceasefire as soon as possible. UN Secretary-General António Guterres told Russian Foreign Minister Sergei Lavrov today. But despite the talk, the Russians are stepping up their fight in the Donbas. How crucial will the coming weeks be? We discuss this in Op1 with former ambassador Ed Kronenburg and former Commander of the Armed Forces Peter van Uhm. They join us with fact checker Brecht Castel, who analyzes live fake news tonight.","['kronenburg', 'secretary', 'possible']",2022-04-26 22:47:06,2022-04-26 23:07:42,WON02311672,2
2510,2510,2510,2022-04-26,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02311672_03_segment,00:13:44,23:08:17,23:22:01,Paul van Meenen and Ralf Dekker about Renaissance schools of FvD,"No climate hysteria or woke teaching material, but do long division and learn rows by heart. According to Ralf Dekker of Forum for Democracy, there is a need for this kind of education and that is why the party wants to open so-called Renaissance schools in the short term. The parental contribution: 300 euros per month. According to D66 Member of Parliament Paul van Meenen, this increases inequality of opportunity: he finds these schools a worrying development. They debate at Op1.","['d66', 'need', 'renaissance schools']",2022-04-26 23:08:17,2022-04-26 23:22:01,WON02311672,3
2511,2511,2511,2022-04-26,"['Brink, Tijs van den', 'Ostiana, Giovanca']",OP1__________-WON02311672_04_segment,00:12:31,23:22:01,23:34:29,Herman Pleij and Peggy Vrijens about King's Day in Limburg,"Maastricht will turn orange tomorrow because King Willem-Alexander is celebrating his fifty-fifth birthday in the Limburg capital. But of all provinces, the oranges are the least popular in Limburg. Where does that come from? We discuss this with historian Herman Pleij and the Limburg-born actress Peggy Vrijens, who, unlike many of her fellow provincials, is a real Orange fan.","['origin', 'birthday', 'limburg']",2022-04-26 23:22:01,2022-04-26 23:34:29,WON02311672,4
2512,2512,2512,2020-05-26,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02120823_01_segment,00:06:52,22:15:14,22:22:07,Chairman of the Security Council Hubert Bruls on enforcement now that measures are being relaxed slightly,"Hubert Bruls, chairman of the Security Council and mayor of Nijmegen, about enforcement now that the rules are becoming more flexible.","['something', 'mayor', 'security consultation']",2020-05-26 22:15:14,2020-05-26 22:22:07,WON02120823,1
2513,2513,2513,2020-05-26,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02120823_02_segment,00:11:58,22:22:07,22:34:05,How safe is it to congregate indoors?,How safe is it to congregate indoors? Professor of building physics Bert Blocken and virologist Ab Osterhaus talk about it in Op1.,"['building physics', 'op1', 'interior space']",2020-05-26 22:22:07,2020-05-26 22:34:05,WON02120823,2
2514,2514,2514,2020-05-26,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02120823_03_segment,00:14:22,22:34:05,22:48:28,Sheila Sitalsing and Jörgen Raymann about the Surinamese parliamentary elections,The party of Surinamese president Desi Bouterse is heading for a loss in the Surinamese parliamentary elections. The opposition is already celebrating. Is this the end of an era? We talk about it with comedian Jörgen Raymann and Volkskrant columnist Sheila Sitalsing.,"['era', 'raymann', 'parliamentary elections']",2020-05-26 22:34:05,2020-05-26 22:48:28,WON02120823,3
2515,2515,2515,2020-05-26,"['Ostiana, Giovanca', 'Brink, Tijs van den']",OP1__________-WON02120823_04_segment,00:13:45,22:52:29,23:06:15,Does the wolf fit in the Netherlands? Jos Verhulst and Bart Kemp in discussion with Glenn Lelieveld,"Dozens of sheep were found dead on the Brabant pastures last week. The suspect? A wolf. Since then, the wolf discussion in the Netherlands has flared up again. Because sheep farmers are afraid of this silent killer. What has to happen? Guests are sheep farmer Jos Verhulst, Bart Kemp of the platform 'No Wolves' and national wolf coordinator Glenn Lelieveld.","['to happen', 'lily field', 'wolf coordinator']",2020-05-26 22:52:29,2020-05-26 23:06:15,WON02120823,4
2516,2516,2516,2021-05-26,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02227587_01_segment,00:15:06,22:31:13,22:46:20,Saskia Belleman Onno de Jong and Peter Schouten about stopping key witness Nabil B. in the Marengo trial,"Crown witness in the Marengo liquidation process, Nabil B., does not want to cooperate in any way for the time being. He informed the Public Prosecution Service that he was suspending the agreement because of serious conflicts with the state over his safety. His lawyers Onno de Jong and Peter Schouten tell Op1 why B. made this choice and court reporter Saskia Belleman knows what this means for the continuation of the mega-trial.","['Why', 'liquidation process', 'court reporter']",2021-05-26 22:31:13,2021-05-26 22:46:20,WON02227587,1
2517,2517,2517,2021-05-26,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02227587_02_segment,00:10:53,22:46:23,22:57:16,Femke Halsema and Marco Pastors explain why half a billion must be invested in vulnerable neighbourhoods,"Affordable houses, less welfare and better education. At least half a billion must be invested in the major cities, otherwise a deep poverty gap will no longer be prevented, according to several mayors. At Op1, Mayor of Amsterdam Femke Halsema and Director of National Program Rotterdam-South Marco Pastors explain how they want to convince politicians in The Hague.","['Education', 'amsterdam', 'mayors']",2021-05-26 22:46:23,2021-05-26 22:57:16,WON02227587,2
2518,2518,2518,2021-05-26,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02227587_03_segment,00:07:49,22:57:24,23:05:13,Kees Jansma about the final selection of the Dutch national team,"National coach Frank de Boer has announced the selection with which the Dutch national team will compete for the European title from next month. At the last minute, Bizot, Bergwijn, El Ghazi, Hateboer, Karsdorp, St Juste, Tete and Vilhena dropped out. Kees Jansma shares his vision of Orange's chances.","['vision', 'last', 'national coach']",2021-05-26 22:57:24,2021-05-26 23:05:13,WON02227587,3
2519,2519,2519,2021-05-26,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02227587_04_segment,00:06:30,23:05:40,23:12:10,Remona de Hond tells how one last wish is fulfilled one year after the death of her husband Marc de Hond,"It has been almost a year since Marc de Hond passed away from cancer. For his wife Remona de Hond and the two children, the loss is still palpable, but the former top athlete, presenter, theater maker and writer still manages to realize dreams after his death. At Op1, Remona tells how Marc's last wish is still being fulfilled.","['theater maker', 'effects', 'last']",2021-05-26 23:05:40,2021-05-26 23:12:10,WON02227587,4
2520,2520,2520,2021-05-26,"['Groenhuijsen, Charles', 'Napel, Carrie ten']",OP1__________-WON02227587_05_segment,00:15:08,23:12:05,23:27:13,Nico Dijkshoorn and Tim Knol about Bob Dylan's eightieth birthday,"The legendary Bob Dylan turned eighty this week. He was the voice of the protest generation and the first pop singer to win the Nobel Prize in Literature. Sixty years after his first performance, he still can't stop. Columnist Nico Dijkshoorn and singer-songwriter Tim Knol are still deeply impressed. At Op1 they pay tribute and perform with one of his songs.","['dike horn', 'number', 'protest generation']",2021-05-26 23:12:05,2021-05-26 23:27:13,WON02227587,5
2521,2521,2521,2022-05-26,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02318784_01_segment,00:14:01,22:23:33,22:37:35,Catherine Keyl and Jeroen Pauw about the death of Willibrord Frequin,"Willibrord Frequin passed away today at the age of 80. The television maker, who became known as a reporter at Brandpunt, suffered from Parkinson's disease. In Op1 we honor the media personality with presenter Catherine Keyl and presenter Jeroen Pauw, who interviewed him about death.","['news reporter', 'disease', 'eighty']",2022-05-26 22:23:33,2022-05-26 22:37:35,WON02318784,1
2522,2522,2522,2022-05-26,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02318784_02_segment,00:14:16,22:37:43,22:52:00,Meiltje de Groot and Yteke de Jong about the crowds at Schiphol,It is so busy at Schiphol that KLM will sell fewer tickets for Schiphol flights in the coming days. A historic decision. How will Amsterdam airport manage the flights in the coming summer period? Or will holidaymakers have to divert to other airports? We discuss this in Op1 with director of Groningen Airport Eelde Meiltje de Groot and aviation journalist Yteke de Jong.,"['big', 'summer period', 'aviation journalist']",2022-05-26 22:37:43,2022-05-26 22:52:00,WON02318784,2
2523,2523,2523,2022-05-26,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02318784_03_segment,00:16:54,22:52:35,23:09:30,Vivianne Heijnen and Ali Niknam about the World Economic Forum,"What's happening at the World Economic Forum in Davos? The rich and powerful of the earth gathered this week to talk about a better future. At the same time, the event is fodder for conspiracy theories. State Secretary for Infrastructure and Water Management Vivianne Heijnen and tech entrepreneur Ali Niknam went for the first time this year and will talk about it tonight at Op1.","['first', 'infrastructure', 'conspiracy theories']",2022-05-26 22:52:35,2022-05-26 23:09:30,WON02318784,3
2524,2524,2524,2022-05-26,"['Ekiz, Fidan', 'Kockelmann, Sven']",OP1__________-WON02318784_04_segment,00:12:10,23:09:30,23:21:40,Maarten van Rossem about the death of sister Sis,"At the beginning of this month, art historian Sis van Rossem passed away unexpectedly at the age of 77. Sis is Maarten's sister and known for 'Here are the van Rossems'. The series in which the Van Rossems are going to explore a well-known city, therefore now comes with an extra episode that serves as a tribute to Sis. Maarten van Rossem will join Op1 tonight to talk about his sister and the very last episode with the trio in Zierikzee.","['unexpected', 'seventy-seven', 'art historian']",2022-05-26 23:09:30,2022-05-26 23:21:40,WON02318784,4
